@relation 'Crime1Train_trainData-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 4 -E 4-Sweka.attributeSelection.BestFirst -D 2 -N 10'

@attribute mvar_2 numeric
@attribute mvar_12 numeric
@attribute mvar_17 numeric
@attribute mvar_25 numeric
@attribute mvar_32 numeric
@attribute mvar_40 numeric
@attribute output {0,1,2}

@data
0,184.24821,80,0,15.220562,12,0
0,154.653938,0,0,79.206352,26,0
0,112.649165,1333.333333,0,231.114824,1,0
?,?,?,?,?,0,0
?,?,?,30,0,?,0
0,315.0358,586.666667,30,764.560853,0,1
0,199.522673,3200,0,166.864903,2,0
0,125.059666,200,0,7.16456,3,0
?,89.73747,?,0,0,11,0
0,252.02864,346.666667,30,112.883083,20,0
1,253.937948,0,30,661.978888,?,1
0,251.073986,0,0,1820.491466,0,1
0,125.059666,0,0,9.145544,12,0
0,140.334129,?,0,48.831261,14,0
0,260.620525,0,30,46.421063,0,0
0,230.071599,0,0,695.391488,11,0
0,215.75179,560,1,201.400061,0,1
0,274.940334,0,30,90.134781,0,1
0,184.24821,0,0,112.519903,0,0
?,106.921241,0,0,0,0,0
0,103.102625,66.666667,0,4349.812095,6,0
0,187.112172,133.333333,0,394.413955,3,0
?,?,?,0,0,4,0
0,127.923628,160,0,92.247831,21,0
0,315.990454,0,30,42.822275,0,1
?,123.150358,0,0,0,0,0
?,53.460621,0,0,0,11,0
?,88.782816,0,0,0,3,0
0,114.558473,0,0,290.973563,3,0
0,230.071599,0,30,382.06582,29,0
0,252.02864,200,30,134.046598,0,1
0,221.479714,0,0,140.748928,9,0
?,155.608592,0,0,0,?,0
0,202.386635,0,0,74.81517,23,0
0,221.479714,0,0,278.757494,3,1
0,218.615752,120,30,2.014001,8,1
?,110.739857,0,0,54.642148,12,0
0,178.520286,80,0,333.498691,8,0
0,?,0,30,0.495246,14,0
0,189.02148,0,0,85.974714,10,0
?,222.434368,0,30,146.625847,12,0
0,?,0,0,0,13,0
0,197.613365,0,30,36.218995,6,0
0,159.427208,0,0,14.494201,17,0
0,384.725537,3866.666667,30,2482.536386,0,1
?,38.186158,0,0,0,0,0
0,203.341289,200,0,336.569216,8,0
?,?,?,?,?,?,0
?,65.871122,?,0,0,14,0
0,267.303103,0,30,99.04921,0,1
0,174.701671,0,0,93.436422,2,0
?,?,?,?,?,?,0
0,164.200477,0,0,346.672235,0,0
?,136.515513,?,0,4.853411,4,0
0,252.02864,200,29,626.453238,2,1
0,277.804296,266.666667,30,324.749344,10,1
0,176.610979,122.666667,0,144.116601,3,0
?,76.372315,?,0,0,16,0
0,208.114559,0,0,419.770553,4,1
0,188.066826,0,30,8.650298,3,0
?,170.883055,0,0,205.130914,?,0
?,?,?,0,0,3,0
0,176.610979,0,0,3.30164,25,0
?,?,?,?,?,?,0
?,121.24105,0,0,0,11,0
3,104.057279,0,0,150.224635,5,0
0,151.789976,0,0,103.110228,31,0
0,129.832936,0,0,237.85017,5,0
?,38.186158,?,0,0,9,0
0,386.634845,5600,30,1369.124215,0,1
0,230.071599,80,0,492.934902,4,0
?,?,?,?,?,2,0
0,87.828162,0,0,40.11493,34,0
?,40.095465,0,0,32.356075,11,0
?,83.054893,0,0,0,10,0
?,149.880668,0,0,72.140841,0,0
?,97.374702,0,0,0,30,0
0,202.386635,0,0,868.694589,3,0
?,?,?,0,0,0,0
0,218.615752,133.333333,0,549.194854,12,1
0,180.429594,0,0,1100.601807,14,0
0,137.470167,0,0,19.809842,0,0
?,130.78759,0,0,41.501619,24,0
?,123.150358,0,0,294.209171,26,0
0,365.632458,0,30,1182.812651,0,1
0,213.842482,0,0,317.782883,9,0
0,162.29117,?,0,33.247518,25,0
?,?,?,0,0,10,0
0,279.713604,0,30,32.686239,8,0
?,?,?,30,3.103542,2,0
0,193.794749,0,0,111.364329,2,0
?,?,?,?,?,5,0
?,?,?,0,0,7,0
?,33.412888,?,0,0,?,0
2,135.560859,720,0,843.99832,0,0
0,190.930788,93.333333,0,469.394207,4,1
0,143.198091,66.666667,0,98.2238,5,0
1,163.245823,110.4,30,15.748824,8,0
?,126.968974,0,0,0,12,0
0,238.663485,0,30,166.732837,0,1
0,?,?,0,0,0,0
?,?,?,1,0,?,0
0,83.054893,0,0,0,2,0
?,111.694511,0,0,14.263086,0,0
?,89.73747,?,0,0,15,0
0,84.009547,0,0,0,0,0
0,248.210024,333.333333,1,463.781418,3,1
?,86.873508,0,0,20.866367,22,0
?,38.186158,0,0,0,4,0
0,142.243437,66.666667,0,23.540696,1,0
0,199.522673,0,30,127.014104,2,0
?,87.828162,0,0,86.304878,18,0
?,?,?,0,0,10,0
0,292.124105,0,0,672.51112,1,1
1,248.210024,0,30,1093.008034,15,0
?,?,0,30,0,16,0
?,126.01432,0,0,14.461185,4,0
0,178.520286,0,0,174.78884,4,0
0,68.735084,0,0,0,10,0
0,158.472554,0,0,60.122871,21,0
0,?,?,30,9.607773,?,0
0,164.200477,0,0,3.631804,1,0
0,245.346062,0,0,2722.070393,1,1
0,341.76611,5466.666667,30,1745.015968,?,1
0,210.97852,0,0,212.031343,0,0
0,205.250597,146.666667,0,89.243338,?,0
0,153.699284,0,0,275.653952,17,0
0,249.164678,?,30,19.809842,23,0
0,227.207637,133.333333,30,81.253369,37,0
0,223.389022,0,30,4.523247,10,0
?,52.505967,?,0,0,4,0
0,181.384248,200,0,385.00428,2,0
0,140.334129,0,0,6.438199,?,0
0,228.162291,0,0,56.292968,37,0
2,164.200477,93.333333,0,154.714866,0,0
?,?,?,0,48.897293,9,0
0,233.890215,0,30,3.334657,2,0
0,243.436754,0,30,1241.416767,12,0
0,136.515513,0,0,1016.57506,?,0
?,?,?,?,?,?,0
2,157.5179,0,0,397.48448,7,0
0,228.162291,266.666667,0,96.903144,?,0
?,?,?,?,?,?,0
0,187.112172,0,0,25.653745,2,1
?,?,?,?,?,?,0
?,162.29117,0,0,0,11,0
0,133.651551,66.666667,0,6.438199,1,0
?,73.508353,0,0,0,6,0
0,176.610979,0,0,5.05151,7,0
3,73.508353,0,0,195.754256,18,0
0,210.97852,266.666667,0,699.122342,3,1
1,142.243437,1253.333333,0,450.277709,9,0
0,190.930788,0,0,9.772855,13,0
0,173.747017,66.666667,0,321.01849,34,0
?,?,?,0,0,15,0
0,189.02148,0,0,159.106048,18,0
0,184.24821,0,30,0.165082,12,0
0,94.51074,0,0,4.160067,2,0
?,234.844869,0,30,5.777871,27,0
0,202.386635,0,1,575.244796,6,0
?,97.374702,133.333333,0,0,1,0
?,?,?,?,?,10,0
?,111.694511,0,0,0,35,0
?,94.51074,0,0,326.928426,6,0
0,150.835322,80,0,51.04336,14,0
?,?,?,?,?,0,1
?,52.505967,0,0,0,1,0
0,135.560859,0,0,0,5,0
?,149.880668,0,0,279.516871,10,0
?,?,?,?,?,?,0
0,327.446301,1733.333333,30,604.992575,1,1
?,?,?,?,?,?,0
?,143.198091,0,0,2.47623,2,0
?,?,?,30,0,0,0
?,?,?,?,?,?,0
?,115.513127,0,0,0,17,0
0,189.02148,?,1,244.486467,0,0
?,152.74463,0,0,97.827603,11,0
?,?,?,0,0,?,0
0,227.207637,0,30,0,2,1
?,?,?,0,0,?,0
0,?,?,1,33.016403,15,0
0,195.704057,400,0,53.453557,2,1
0,159.427208,93.333333,0,268.489392,13,0
?,?,?,?,?,?,0
0,183.293556,0,0,78.843171,?,0
0,297.852029,?,30,0,?,1
0,178.520286,0,0,1704.636906,8,0
0,189.02148,133.333333,0,654.187017,17,0
0,203.341289,800,0,538.167375,3,1
0,202.386635,0,0,0,?,0
2,79.236277,0,0,387.348444,0,0
?,?,?,0,0,23,0
0,195.704057,0,0,79.40445,5,0
0,120.286396,53.333333,0,348.917351,2,0
0,112.649165,0,0,1.023509,3,0
0,174.701671,186.666667,0,233.392956,4,0
0,187.112172,0,0,409.304353,8,0
0,206.205251,0,0,247.755091,2,0
0,381.861575,2800,30,1483.955266,?,1
1,141.288783,0,0,63.886741,13,0
?,?,?,0,0,13,0
0,192.840096,200,0,241.316892,0,1
0,234.844869,133.333333,0,758.386786,2,0
0,143.198091,0,0,39.190471,11,0
?,?,?,?,?,7,0
?,58.23389,0,0,60.254936,5,0
0,124.105012,0,0,64.712151,13,0
0,293.078759,200,30,99.412391,4,1
?,56.324582,?,0,0,0,0
2,236.754177,0,30,319.961965,14,0
0,178.520286,66.666667,0,40.874307,27,0
?,?,?,0,0,12,0
0,151.789976,0,0,0,20,0
0,167.064439,0,0,1887.580797,1,0
0,293.078759,0,30,147.61634,2,1
?,136.515513,0,0,0,10,0
0,182.338902,0,0,0.429213,0,0
?,112.649165,0,0,147.253159,0,0
0,357.040573,1280,30,334.489183,0,1
?,67.78043,0,0,234.383448,0,0
?,124.105012,0,0,146.262667,15,0
0,286.396181,0,30,119.453347,1,1
?,?,?,1,0,?,0
0,206.205251,0,0,476.690832,1,0
?,61.097852,0,0,2.443214,8,0
0,183.293556,80,30,0.990492,10,0
?,?,?,0,0,5,0
?,?,?,?,?,?,0
?,89.73747,0,0,466.422731,12,0
2,214.797136,106.666667,2,244.519483,7,0
0,222.434368,0,0,298.567336,0,1
0,203.341289,6293.333333,0,631.042518,17,0
?,?,?,?,?,?,0
0,179.47494,?,0,64.712151,12,0
0,299.761337,320,30,170.595756,6,1
?,?,?,?,?,?,0
?,81.145585,0,0,4.787378,5,0
0,177.565633,106.666667,0,206.154423,18,0
0,365.632458,4666.666667,30,2127.775132,0,1
?,49.642005,0,0,0,?,0
?,?,?,?,?,?,0
?,?,?,0,0,0,0
0,172.792363,0,30,3.433706,4,0
0,244.391408,0,30,13.239578,?,1
0,253.937948,0,0,872.194328,2,1
?,?,?,?,?,?,0
?,190.930788,0,0,147.946504,7,0
?,?,?,30,0,?,0
?,195.704057,0,0,118.528888,0,1
0,234.844869,0,30,0,?,0
0,76.372315,?,0,0,11,0
?,?,?,0,0,5,0
?,?,?,0,0,11,0
0,192.840096,200,0,127.146169,26,0
?,?,?,?,?,26,0
0,?,0,0,0,3,0
1,63.961814,0,0,20.767318,11,0
0,126.968974,0,0,8.419183,11,0
0,156.563246,106.666667,0,26.578205,4,0
0,214.797136,0,30,19.017448,10,0
0,?,?,30,13.206561,?,0
0,299.761337,2986.666667,30,1998.714011,37,0
0,198.568019,333.333333,0,205.62616,0,0
0,132.696897,0,0,0.561279,51,0
0,197.613365,0,0,154.879948,9,0
0,318.854415,0,30,16.640267,0,1
0,373.26969,8000,30,2976.131617,?,1
0,125.059666,0,0,149.927488,3,0
?,?,?,?,?,10,0
?,112.649165,0,0,66.131856,1,0
?,123.150358,0,0,0,10,0
0,161.336516,0,0,55.335492,20,0
0,81.145585,80,0,6.636297,13,0
?,?,?,0,0,18,0
0,264.439141,0,30,41.930832,1,0
?,?,?,30,0,6,0
1,120.286396,?,1,0.099049,25,0
4,177.565633,320,0,326.862393,28,0
?,61.097852,0,0,0,0,0
0,226.252983,106.666667,30,29.912861,5,1
?,220.52506,0,30,0,0,0
0,192.840096,80,0,43.449587,0,0
0,235.799523,0,30,77.357433,2,1
0,145.107399,80,0,39.883815,6,0
0,189.02148,0,30,25.719778,26,0
?,74.463007,0,0,0,7,0
0,181.384248,0,1,50.58113,3,1
0,211.933174,0,0,761.325245,8,0
?,?,?,?,?,?,0
?,?,?,0,0,8,0
0,272.076372,0,30,159.568278,3,1
0,135.560859,0,0,38.133946,?,0
0,173.747017,?,0,19.28158,2,0
?,105.011933,0,0,0,13,0
0,241.527446,0,30,0,6,1
0,155.608592,0,0,673.534629,6,0
0,207.159905,0,0,83.366419,0,1
?,16.229117,0,0,0,5,0
0,189.976134,0,0,41.435586,11,0
?,64.916468,?,0,0,16,0
0,271.121718,0,30,16.508202,0,1
0,50.596659,66.666667,0,0.165082,42,0
0,273.98568,133.333333,30,12.381151,4,1
?,44.868735,0,0,0,10,0
0,224.343675,0,30,255.084733,1,1
?,?,0,0,0,0,0
?,?,?,?,?,6,0
0,252.02864,146.666667,1,608.261199,7,1
0,231.026253,0,0,1050.747037,3,0
?,?,?,0,0,?,0
0,124.105012,0,0,103.803572,18,0
0,183.293556,0,0,226.228396,27,0
?,?,?,0,0,14,0
0,248.210024,200,30,16.012956,16,0
0,340.811456,0,29,4377.743973,7,1
0,135.560859,0,0,225.535052,1,0
?,170.883055,0,0,0,1,0
?,133.651551,?,0,56.854247,?,0
0,281.622912,266.666667,30,254.127257,0,1
0,187.112172,0,0,17.795841,23,0
?,?,0,?,?,?,1
?,105.966587,0,0,96.407898,6,0
?,46.778043,0,0,0,2,0
?,140.334129,0,0,0,3,0
?,158.472554,0,0,0,15,0
?,144.152745,0,2,136.952041,27,0
?,134.606205,0,0,0,18,0
0,346.53938,0,30,0,?,1
?,?,?,?,?,?,0
?,?,?,0,0,?,0
?,222.434368,0,30,119.948594,2,0
0,181.384248,0,0,241.15181,4,0
0,121.24105,100,0,0.891443,1,0
?,153.699284,0,0,0,25,0
0,182.338902,0,0,132.032597,22,0
1,246.300716,0,30,1405.772423,79,0
?,97.374702,?,0,0,6,0
?,276.849642,0,30,18.258071,19,0
0,248.210024,0,30,190.537664,?,1
0,267.303103,106.666667,30,161.450213,2,1
0,149.880668,200,0,212.163408,5,0
0,?,?,0,2.311148,17,0
?,40.095465,0,0,0,6,0
0,94.51074,0,0,3.30164,22,0
?,132.696897,0,0,108.128721,1,0
0,88.782816,0,0,174.623758,8,0
?,150.835322,0,0,35.591683,22,0
?,?,?,?,?,?,0
?,25.775656,0,0,0,14,0
0,286.396181,0,30,81.946713,0,1
?,98.329356,0,0,174.590741,4,0
0,160.381862,?,0,2.080033,13,0
?,117.422434,0,0,70.655103,8,0
0,216.706444,80,0,815.604213,7,0
?,?,?,0,0,32,0
?,?,?,?,?,8,0
?,76.372315,0,0,0,12,0
0,212.887828,0,30,0,6,0
?,276.849642,0,29,664.190987,9,0
0,369.451074,0,30,3836.605121,12,1
0,213.842482,133.333333,30,85.248354,6,0
0,192.840096,53.333333,0,52.23195,9,0
?,252.02864,0,30,1.716853,?,1
0,247.25537,200,30,195.886321,7,1
0,212.887828,0,0,675.020367,0,1
0,86.873508,0,0,146.989028,0,0
?,?,?,?,?,?,0
?,98.329356,0,0,0,9,0
?,66.825776,?,0,0,1,0
0,204.295943,266.666667,0,118.561905,7,0
0,175.656325,0,0,16.508202,26,0
0,189.976134,80,0,85.677567,10,0
0,198.568019,0,0,1104.167578,3,1
?,?,66.666667,?,?,?,0
?,?,?,0,0,13,0
?,79.236277,0,0,0,12,0
?,150.835322,0,0,164.982968,10,0
?,?,?,?,?,29,0
0,142.243437,0,0,13.470693,0,0
0,173.747017,0,0,236.661579,3,0
?,210.023866,0,30,0.957476,9,0
?,77.326969,0,0,0,16,0
0,169.928401,0,0,100.667014,13,0
?,?,?,?,?,?,0
0,217.661098,0,0,436.774,?,1
0,302.625298,5120,30,3.30164,1,1
0,219.570406,1333.333333,0,357.237485,12,1
?,141.288783,0,0,789.917451,2,0
0,275.894988,0,30,89.210322,3,1
0,269.212411,0,29,638.537241,0,1
0,217.661098,0,0,1502.510485,6,0
?,93.556086,?,0,0,15,0
?,250.119332,0,30,66.032807,3,1
?,84.009547,0,0,569.863122,6,0
?,?,?,0,0,16,0
?,211.933174,0,30,0,2,0
0,176.610979,0,0,93.502454,5,0
0,227.207637,0,1,260.763554,10,0
?,?,?,30,0,1,0
?,?,?,?,?,?,0
?,?,?,?,?,11,0
0,287.350835,0,30,79.239368,?,1
0,208.114559,0,30,65.570577,18,0
0,222.434368,0,0,365.293487,0,1
0,136.515513,186.666667,0,33.247518,3,0
?,115.513127,0,0,409.997697,?,0
0,258.711217,240,30,49.953818,12,1
?,84.9642,0,0,0,7,0
0,269.212411,480,30,80.394942,3,1
?,105.966587,?,0,0,7,0
?,110.739857,?,0,0,6,0
?,129.832936,?,0,16.508202,3,0
?,84.009547,0,0,0,1,0
?,82.100239,0,0,0,9,0
0,179.47494,0,0,562.764596,3,1
?,115.513127,0,0,246.071254,15,0
?,?,?,?,?,?,0
?,248.210024,?,30,0,?,1
?,87.828162,0,0,0,14,0
0,157.5179,0,0,24.960401,9,0
0,108.830549,0,0,0,1,0
0,208.114559,0,30,521.659173,38,0
0,252.983294,533.333333,0,1409.602326,2,1
0,272.076372,0,30,1415.71036,3,1
0,278.75895,800,0,1243.397751,1,1
?,126.01432,0,0,0,2,0
?,33.412888,0,0,0,14,0
0,168.019093,0,0,10.499216,20,0
?,?,?,0,0,14,0
?,240.572792,0,30,21.823843,?,0
0,252.983294,1600,0,513.107925,1,1
?,101.193317,0,0,40.11493,15,0
?,113.603819,0,0,0,8,0
0,241.527446,200,0,767.697411,17,0
0,301.670644,0,29,508.155464,0,1
0,267.303103,200,0,358.987354,10,1
0,16.229117,0,0,0,1,0
0,246.300716,0,0,458.729909,18,0
1,196.658711,0,0,1365.22828,5,0
0,260.620525,693.333333,0,350.568171,6,1
0,294.033413,0,30,2067.718294,4,1
?,242.4821,0,2,403.394416,?,1
?,205.250597,0,30,0,0,0
0,71.599045,0,0,0,3,0
0,192.840096,0,0,10.202069,?,1
?,201.431981,0,30,0,5,0
0,158.472554,0,0,2.278132,6,0
?,?,?,0,0,10,0
?,?,?,?,?,10,1
0,279.713604,0,30,577.820076,2,1
?,?,?,?,?,?,0
0,273.031026,400,29,354.89332,1,1
0,191.885442,0,30,17.465677,12,0
?,152.74463,0,0,31.266534,0,0
?,14.319809,0,0,53.816738,0,0
0,253.937948,0,0,1151.744215,1,1
?,?,?,?,?,11,0
?,?,?,0,0,1,0
0,173.747017,173.333333,0,38.365061,31,0
?,168.019093,0,0,798.00647,1,0
?,?,0,0,4.919444,26,0
?,90.692124,0,0,0,43,0
0,169.928401,0,0,13.206561,12,0
?,?,?,0,0,?,0
0,168.019093,0,30,16.442169,16,0
0,174.701671,0,0,2281.598555,12,0
0,173.747017,0,0,1.188591,0,0
3,101.193317,66.933333,0,0.561279,18,0
?,150.835322,0,0,0,13,0
0,102.147971,0,0,0,5,0
?,180.429594,0,0,19.578727,?,0
?,42.959427,?,0,0,21,0
?,133.651551,0,0,27.304566,7,0
0,336.038186,4173.333333,30,984.714231,?,1
?,?,?,?,?,10,0
?,67.78043,0,0,0,0,0
0,169.928401,200,30,18.489186,8,0
0,156.563246,120,0,61.278445,6,0
0,337.947494,5600,30,787.969483,0,1
0,157.5179,0,0,306.755404,10,0
0,280.668258,0,30,45.034374,3,1
?,156.563246,0,0,250.957682,13,0
?,?,?,?,?,?,0
?,?,?,0,0,24,0
0,187.112172,0,0,4.160067,3,0
?,106.921241,0,0,14.923414,19,0
0,225.298329,0,0,242.571516,0,1
?,37.231504,?,0,0,25,0
?,-28.639618,0,0,0,15,0
0,?,0,0,9.904921,15,0
0,191.885442,0,0,66.09884,14,0
0,291.169451,5333.333333,30,0,?,1
0,156.563246,140,0,173.699298,16,0
?,121.24105,0,0,0,0,0
0,218.615752,?,30,5.41469,9,0
?,150.835322,0,0,75.739629,3,0
0,111.694511,0,0,7.296625,8,0
0,209.069212,0,0,166.930936,2,1
0,220.52506,0,30,55.665656,23,0
0,123.150358,400,0,75.937728,24,0
0,163.245823,1338.666667,0,295.166646,?,0
0,207.159905,2000,0,568.674532,10,0
0,?,0,0,0,11,0
?,?,?,?,?,?,0
?,115.513127,0,0,0.36318,5,0
0,197.613365,0,30,111.364329,3,0
0,290.214797,1333.333333,30,117.307281,8,1
0,247.25537,933.333333,0,1809.761135,1,1
0,194.749403,0,0,53.98182,0,0
0,167.064439,66.666667,0,769.018067,8,0
0,114.558473,0,0,4.193083,31,0
?,89.73747,0,0,0,25,0
?,130.78759,0,0,1.782886,16,0
?,?,?,?,?,8,0
?,106.921241,0,0,5.183575,38,0
0,252.02864,0,30,31.596698,30,0
?,?,?,?,?,?,0
?,?,?,0,0,5,0
?,?,?,0,0,39,0
?,?,?,?,?,9,0
0,208.114559,0,0,102.185768,19,0
0,263.484487,133.333333,1,1780.640667,17,1
?,117.422434,0,0,0,?,0
?,?,?,?,?,?,0
0,143.198091,0,0,4.358165,9,0
0,193.794749,240,0,207.640161,8,0
0,121.24105,0,0,75.244383,9,0
0,172.792363,93.333333,0,117.208232,5,0
?,166.109785,0,0,78.413958,5,0
0,92.601432,0,0,82.640058,8,0
?,107.875895,0,0,123.811513,2,0
0,112.649165,0,0,133.419286,14,0
?,?,?,0,0,6,0
?,80.190931,?,0,0,8,0
0,101.193317,0,0,0,0,0
0,137.470167,0,0,8.155052,11,0
0,209.069212,133.333333,0,201.03688,10,0
?,?,?,?,?,?,0
0,?,0,30,2.212099,1,0
0,297.852029,1173.333333,30,150.224635,?,0
?,67.78043,0,0,0,0,0
0,253.937948,186.666667,30,51.637655,13,1
?,97.374702,0,0,0,25,0
?,152.74463,0,0,215.465048,3,0
0,304.534606,133.333333,30,16.508202,0,1
?,?,0,0,0,4,0
?,157.5179,0,0,801.275094,12,0
0,284.486874,7200,30,0,0,1
0,168.019093,133.333333,0,259.343848,9,0
0,157.5179,0,0,18.489186,25,0
0,249.164678,1333.333333,30,138.701911,2,1
?,?,?,0,0,10,0
?,76.372315,0,0,53.486573,9,0
2,147.016706,146.666667,0,245.113779,6,0
?,79.236277,0,0,20.140006,8,0
0,338.902148,0,30,1095.880461,?,1
?,?,?,0,0,?,0
0,112.649165,0,0,5.018493,14,0
?,?,?,?,?,2,0
0,181.384248,0,0,82.144812,0,0
?,28.639618,?,0,0,13,0
0,105.011933,0,0,79.305401,?,0
0,179.47494,186.666667,0,483.426178,6,0
0,287.350835,266.666667,30,521.163927,0,1
?,?,?,0,0,10,0
?,39.140811,?,0,0,0,0
0,294.988067,0,30,1011.424501,0,1
?,98.329356,0,0,1.485738,9,0
0,227.207637,186.666667,0,52.496081,2,0
0,178.520286,0,0,14.098004,52,0
2,150.835322,93.333333,0,142.828961,29,0
?,?,?,?,?,?,0
?,?,?,?,?,8,0
?,?,?,0,0,25,0
0,151.789976,0,0,288.695431,7,0
0,208.114559,1600,2,198.09842,1,1
0,123.150358,0,0,31.629714,1,0
0,150.835322,0,0,1379.128185,7,0
?,?,?,?,?,10,0
?,123.150358,0,0,170.298609,3,0
0,228.162291,80,0,525.390027,33,0
0,189.976134,106.666667,0,666.568168,3,1
0,223.389022,266.666667,2,198.263502,32,0
0,203.341289,0,0,299.623861,23,0
0,200.477327,0,0,352.78027,?,0
0,170.883055,0,0,158.8089,1,0
?,?,?,?,?,?,0
?,150.835322,0,0,0,1,0
?,233.890215,?,30,9.64079,3,0
0,207.159905,133.333333,0,585.116701,23,1
?,123.150358,?,0,0,7,0
?,?,?,0,0,1,0
?,?,?,0,0,18,0
?,155.608592,0,0,0,12,0
0,133.651551,120,0,0.82541,7,0
?,158.472554,0,0,132.230696,1,0
0,294.033413,?,30,0,0,1
0,157.5179,0,0,2.93846,28,0
?,57.279236,0,0,6.999478,8,0
0,243.436754,5600,0,1279.154516,10,0
0,186.157518,0,0,906.663453,22,0
?,?,?,?,?,?,0
0,273.98568,0,30,1730.851931,1,1
?,?,?,?,?,?,0
?,?,?,0,0,2,0
?,126.01432,0,0,0,0,0
?,79.236277,0,0,459.885483,7,0
1,59.188544,?,0,0,14,0
?,100.238664,0,0,59.693657,6,0
0,251.073986,0,0,1376.651955,0,1
0,140.334129,0,0,16.508202,3,0
0,129.832936,0,0,47.774736,0,0
0,144.152745,0,0,676.076892,5,0
?,153.699284,0,0,0,0,0
?,?,?,?,?,0,0
0,229.116945,160,0,802.562733,14,1
0,149.880668,0,0,6.603281,4,0
?,-8.591885,0,0,0,11,0
0,131.742243,0,0,31.76178,1,0
0,289.260143,0,30,26.413123,0,0
?,77.326969,0,0,0,6,0
?,?,?,0,0,3,0
?,87.828162,0,0,0,1,0
0,173.747017,66.666667,30,163.233098,16,0
?,57.279236,0,0,0,0,0
?,184.24821,0,0,1527.867083,3,0
?,93.556086,0,0,0,2,0
0,237.708831,0,30,4.721346,2,0
0,31.50358,0,0,0,11,0
0,203.341289,0,0,167.029985,3,0
0,176.610979,200,0,41.996865,18,0
0,216.706444,0,30,19.908891,7,0
?,129.832936,0,0,48.699195,13,0
0,220.52506,80,0,76.432974,?,0
0,164.200477,0,0,338.616233,5,0
0,139.379475,0,0,152.898964,2,0
0,184.24821,80,0,15.154529,21,0
?,?,?,0,0,17,0
?,42.959427,0,0,110.043673,0,0
0,295.942721,0,30,223.190887,?,1
?,189.02148,0,30,6.504231,32,0
?,?,?,?,?,0,0
0,170.883055,?,30,0.693344,4,0
0,179.47494,0,0,205.097898,2,0
0,105.011933,0,0,10.433183,1,0
0,201.431981,0,30,0,0,0
?,62.052506,0,0,0,16,0
0,124.105012,0,0,500.429626,2,0
0,251.073986,0,2,3657.755264,3,1
0,254.892601,720,30,466.125583,69,0
0,275.894988,266.666667,30,13.602758,?,1
?,40.095465,?,0,0,6,0
?,86.873508,0,0,0,10,0
0,101.193317,0,0,6.867412,5,0
?,?,?,0,0,8,0
?,35.322196,0,0,0,68,0
?,?,?,0,0,5,0
?,?,?,1,0,5,0
0,168.019093,0,0,0,?,0
?,?,?,?,?,?,0
1,192.840096,0,0,170.892904,5,0
?,?,?,?,?,3,0
0,126.968974,0,0,151.710374,1,0
0,140.334129,400,0,170.56274,20,0
1,180.429594,0,0,197.041895,12,0
0,109.785203,133.333333,0,508.353563,15,0
?,?,0,0,0,1,0
0,173.747017,0,0,594.163195,10,0
2,195.704057,0,2,1653.758629,2,0
?,?,?,0,0,1,0
?,?,?,30,0,2,0
1,?,0,30,0,19,0
0,214.797136,133.333333,1,125.132169,2,0
?,?,?,30,0,10,0
?,128.878282,0,0,0,0,0
?,298.806683,0,30,632.099043,1,1
?,?,0,0,0,1,0
0,126.968974,0,0,0,?,0
0,300.715991,400,30,1502.576518,3,1
2,141.288783,0,0,1.584787,27,0
?,163.245823,0,0,164.487722,3,0
?,?,?,0,0,0,0
?,89.73747,0,0,0,32,0
0,316.945107,0,30,195.225993,3,1
?,167.064439,0,0,242.769614,7,0
?,?,?,0,0,13,0
0,169.928401,0,0,48.435064,5,0
?,?,?,?,?,5,0
0,168.973747,0,0,181.260055,4,0
?,147.016706,?,0,0,14,0
2,140.334129,0,0,119.585413,14,0
0,222.434368,0,0,481.57726,0,1
2,202.386635,0,0,118.363806,47,0
0,208.114559,133.333333,0,181.623235,4,0
0,48.687351,85.333333,0,157.092047,9,0
?,?,?,0,0,6,0
2,184.24821,0,0,64.547069,18,0
1,116.46778,0,0,0.396197,6,0
?,?,0,?,?,?,0
?,45.823389,0,0,0.165082,36,0
0,200.477327,5066.666667,0,51.86877,2,1
?,?,?,?,?,20,0
0,199.522673,0,0,49.920802,15,0
?,128.878282,0,0,332.145018,2,0
0,194.749403,800,0,1763.967383,7,0
0,195.704057,66.666667,0,0,4,0
?,115.513127,?,0,5.480723,0,0
0,130.78759,0,0,57.74569,11,0
?,243.436754,0,30,0,?,0
0,147.97136,53.333333,0,250.132272,13,0
?,?,?,0,0,14,0
0,222.434368,613.333333,1,622.227138,4,1
?,117.422434,0,0,0,10,0
?,?,?,0,0,1,0
0,?,0,30,0,5,0
?,48.687351,?,0,0,5,0
1,186.157518,133.333333,0,402.932187,15,0
0,177.565633,0,0,110.472886,4,0
?,?,?,?,?,?,0
?,155.608592,?,0,0,8,0
0,199.522673,800,30,0,35,0
0,73.508353,0,0,272.517394,33,0
0,60.143198,0,0,0,30,0
?,?,?,0,0,0,0
0,379.952267,0,30,2816.794454,0,1
0,226.252983,0,30,33.016403,17,0
0,156.563246,0,0,33.016403,4,0
?,79.236277,?,0,0,10,0
0,284.486874,0,30,0,0,1
?,220.52506,0,30,0,0,0
?,50.596659,?,0,0,0,0
0,?,0,30,25.917877,27,0
?,131.742243,0,0,681.887779,1,0
